"('pid',)","('primaryName',)","('birthYear',)","('deathYear',)"
nm1481493,Gil Kenan,1976,
nm1481660,Mikel Lejarza,,
nm1482809,Bob Griffin,,
nm1486009,Peter Briggs,1965,
nm1486235,Emily Cook,,
nm1486911,Shahab Hosseini,1974,
nm1487566,Keyvan Moghaddam,,
nm1488027,Celine Rattray,1975,
nm1490123,James Wan,1977,
nm1490949,Michel Litvak,,
nm1495520,Caitriona Balfe,1979,
nm1496298,Caleeb Pinkett,1980,
nm1496319,Ashlyn Sanchez,1996,
nm1496753,Christopher Roach,1979,
nm1497548,Jimmy Bennett,1996,
nm1497918,Andrew Douglas,,
nm1500155,Robert Pattinson,1986,
nm1500577,Jake Schreier,,
nm1501050,Jonah Bobo,1997,
nm1503097,Ian Collie,,
nm1503383,David Sullivan,1977,
nm1503403,Shane Carruth,1972,
nm1503463,Casey Gooden,,
nm1503575,Barry Jenkins,1979,
nm1504572,Bob Nelson,1956,
nm1504678,Jose Pablo Cantillo,1979,
nm1505460,Florence Kastriner,,
nm1506112,Won-jun Ha,,
nm1506459,Ori Marmur,,
nm1507013,Anish Savjani,,
nm1507857,Keir Gilchrist,1992,
nm1508003,Gong Yoo,1979,
nm1509478,Benny Safdie,1986,
nm1510800,Drew Pearce,1975,
nm1511619,Anonymous,,
nm1511627,Anonymous,,
nm1512166,Jamie Chung,1983,
nm1512524,Bruce Anderson,,
nm1512910,Duncan Jones,1971,
nm1516346,Lara Sendim,,
nm1517976,Chris Pine,1980,
nm1519666,Eddie Redmayne,1982,
nm1519680,Saoirse Ronan,1994,
nm1520104,Ji-yong Kim,,
nm1522597,Patrick Burleigh,,
nm1525807,Joel Courtney,1996,
nm1529699,Jeff Seidman,1980,
nm1531046,Thimios Bakatakis,,
nm1532344,Jackie Marcus Schaffer,,
nm1532846,Adele Romanski,1982,
nm1533078,Aditya Sood,,
nm1535410,Thomas Pynchon,1937,
nm1535523,Jaden Smith,1998,
nm1536307,David Zander,,
nm1536605,Jesse Moss,1983,
nm1538116,Tisca Chopra,,
nm1538675,Emayatzy Corinealdi,1980,
nm1542291,Christopher Carley,1978,
nm1544217,Cam Gigandet,1982,
nm1545176,Jared LeBoff,,
nm1545611,Michael Costigan,,
nm1545967,Ron Birnbach,,
nm1546686,Alice Lowe,1977,
nm1547579,David Paterson,1966,
nm1549745,Daryl Isaacs,,
nm1549853,Morgan Jurgenson,,
nm1550948,Ruth Negga,1982,
nm1552771,Laurent Zeitoun,,
nm1554513,Paul Castro,1975,
nm1555340,Alison Brie,1982,
nm1556427,Steven Grant,1953,
nm1557329,Jessica Rothe,1987,
nm1557594,Dan Fogelman,1976,
nm1557909,Robert Siegel,,
nm1557910,Chris Silber,1971,
nm1560274,Shareeka Epps,1989,
nm1560977,Cary Joji Fukunaga,1977,
nm1561257,John Puglisi,,
nm1561982,Pilou Asbæk,1982,
nm1564087,Jenna Dewan,1980,
nm1564659,Stephen Barton,1982,
nm1564809,Julius Onah,1983,
nm1566098,Ned Lott,,
nm1567113,Jessica Chastain,1977,
nm1568035,Stuart Fenegan,,
nm1568285,Jean-Dominique Bauby,1952,1997
nm1568589,Luing Andrews,,
nm1569276,Chadwick Boseman,1976,2020
nm1573205,Julie Bob Lombardi,1976,
nm1573253,Alexander Ludwig,1992,
nm1574854,G.V. Prakash Kumar,,
nm1577281,Rosalind Wiseman,1969,
nm1577314,Pete Woodhead,,
nm1578335,Michael Arndt,1965,
nm1580671,Jon S. Baird,1972,
nm1580954,Elton Brand,1979,
nm1583636,Jonathan Safran Foer,1977,
nm1583671,Vince Locke,,
nm1587175,Mona Singh,1981,
nm1587208,Rick Smith,1959,
nm1587232,Bahar Soomekh,1975,
nm1587813,Steve Zissis,1975,
nm1588066,Robert Sheehan,1988,
nm1589571,Broken Social Scene,,
nm1589604,Atticus Ross,1968,
nm1590998,Zach Helm,1975,
nm1591353,Jonny Brugh,,
nm1591584,Britt Daniel,,
nm1591737,Steve Epting,1963,
nm1595340,Xin Lee,1969,
nm1597316,Adrianne Palicki,1983,
nm1598096,Stela Georgieva,,
nm1600872,Lee Sternthal,,
nm1601397,Olivia Munn,1980,
nm1601644,Jennifer Lee,1971,
nm1601882,Phil Johnston,1971,
nm1602154,Dana Goldberg,1979,
nm1602660,Ben Barnes,1981,
nm1614951,Ahu Türkpençe,1977,
nm1615109,Nicholas Britell,1980,
nm1615610,Allan Loeb,1969,
nm1616124,Amy Baer,1966,
nm1616294,David O. Sacks,,
nm1618135,Bill Corless,,
nm1618225,Peter A. Dowling,,
nm1618286,Ben Ripley,,
nm1619897,Romain Lacourbas,,
nm1620545,Sophia Di Martino,1983,
nm1620989,Antonio Tarver,1968,
nm1622147,John W. Richardson,,
nm1622910,Claire Dodgson,,
nm1622973,Amanda Marshall,1978,
nm1626375,Kelsey Mann,,
nm1628115,Juliet Rylance,1979,
nm1628380,Garon Tsuchiya,,
nm1630273,Phyllida Lloyd,1957,
nm1631269,Chloë Grace Moretz,1997,
nm1631320,Gio Perez,,
nm1631852,J.G. Jones,,
nm1633356,Barry L. Levy,1972,
nm1633672,Jonathan Amos,,
nm1634307,Kieran Fitzgerald,,
nm1637768,Jim Field Smith,1979,
nm1638756,David Guggenheim,,
nm1639516,Jade Healy,1981,
nm1639578,Emanuel Michael,,
nm1641117,Alex Pettyfer,1990,
nm1642653,Alberto Reyes,,
nm1642839,Adam Peters,,
nm1643824,Ben Smith,,
nm1645878,Steve Horowitz,1964,
nm1646322,Paddy McDonald,,
nm1646381,Steve Samuels,,
nm1646563,Sung-bo Shim,,
nm1648520,Katie Leung,1987,
nm1650283,Espen Sandberg,1971,
nm1650412,Ellen Goldsmith-Vein,,
nm1651785,Christopher Seward,,
nm1651942,Karen Rosenfelt,,
nm1653753,Paul King,,
nm1655017,Stephen L'Heureux,,
nm1658012,Benji Samit,1984,
nm1659141,Prabhas,1979,
nm1659221,Sebastian Stan,1982,
nm1659547,Carey Mulligan,1985,
nm1659741,David Soren,1973,
nm1660846,Denise Nolan Cascino,,
nm1661186,Peter Straughan,,
nm1661920,Charles-Marie Anthonioz,,
nm1662644,Antje Traue,1981,
nm1663205,Sharlto Copley,1973,
nm1664042,Roman Vasyanov,1980,
nm1664289,Jessica Meier,,
nm1665973,Wil Haygood,1954,
nm1666018,Anthony Swofford,1970,
nm1666163,Christopher Benstead,,
nm1667364,Ashley Benson,1989,
nm1668265,Matt Long,1980,
nm1669383,James Bradley,,
nm1670029,Rupert Friend,1981,
nm1670137,Georgie Henley,1995,
nm1672425,Will Reiser,,
nm1674631,Yann Martel,1963,
nm1675786,Soha Ali Khan,1978,
nm1676089,Will Clarke,,
nm1676193,Lee Child,1954,
nm1676221,Andy Samberg,1978,
nm1676223,Akiva Schaffer,1977,
nm1676793,Mark Boal,1973,
nm1679669,Rosemarie DeWitt,1971,
nm1679778,Sylvia Hoeks,1983,
nm1680607,Mark Vahradian,,
nm1682400,Spencer Locke,1991,
nm1683094,Aaron Yoo,1979,
nm1690331,Kate Nauta,1982,
nm1690482,Damaine Radcliff,1979,
nm1693432,Jan Cornet,1982,
nm1694619,John Ostrander,1949,
nm1696098,Dany Garcia,1968,
nm1698571,Evan Goldberg,1982,
nm1703577,Liu Yifei,1987,
nm1703612,Joby Harold,,
nm1706767,Jonah Hill,1983,
nm1707018,Ryan Whitney,1998,
nm1707307,Gerald Clarke,,
nm1709264,Dave Callaham,1977,
nm1710309,Emory Cohen,1990,
nm1711114,Skyler Gisondo,1996,
nm1711829,Steven Strait,1986,
nm1715194,Anita Briem,1982,
nm1715648,Richard Hutton,,
nm1717152,Jackson Rathbone,1984,
nm1720028,Amber Heard,1986,
nm1720541,David Slade,1969,
nm1724319,Sebastian Maniscalco,1973,
nm1724323,Jayma Mays,1979,
nm1725469,Florian Zeller,1979,
nm1725848,Joe Anderson,1982,
nm1726457,John Glenn,,
nm1726663,Dave Porter,,
nm1726876,Travis Wright,,
nm1727100,Jay Chou,1979,
nm1727304,Domhnall Gleeson,1983,
nm1727356,Rasmus Hardiker,1985,
nm1727367,Tim Heidecker,1976,
nm1727621,Jason Mantzoukas,1972,
nm1729171,Noam Murro,1961,
nm1729294,Luke Davies,1962,
nm1729303,Marcus Dunstan,,
nm1729428,Gary Whitta,,
nm1730221,Reid Carolin,1982,
nm1731154,Farhad Safinia,1975,
nm1732981,Martin McDonagh,1970,
nm1733301,Dave Gibbons,1949,
nm1733317,Patrick Melton,1975,
nm1733422,John Heffernan,,
nm1733778,Jeff Fowler,1978,
nm1733918,Dana Murray,,
nm1737008,Aron Ralston,1975,
nm1738584,Allie Mickelson,,
nm1738737,Yukito Kishiro,1967,
nm1740772,Christopher Buckley,1952,
nm1742427,Michaël R. Roskam,1972,
nm1743387,Jonathan van Tulleken,1981,
nm1743706,Jon Thor Birgisson,1975,
nm1743738,Raf Keunen,,
nm1745272,Lee Kern,,
nm1745736,Paula Patton,1975,
nm1746358,Robert Paterson,,
nm1747013,Adam Levine,1979,
nm1747215,Alex Young,1971,
nm1749087,Paul Lovett,,
nm1749221,Nina Jacobson,,
nm1750312,Arianne Sutner,,
nm1754239,Annie Mumolo,1973,
nm1754366,Tika Sumpter,1980,
nm1754499,Cecelia Ahern,1981,
nm1754850,Frédéric Thoraval,1973,
nm1755470,Ido Ostrowsky,,
nm1755986,Christopher Ford,,
nm1757754,Fred Berger,1981,
nm1759557,Murat Serezli,1969,
nm1760830,Kyle Newacheck,1984,
nm1761420,Brigham Taylor,,
nm1761718,Derek Ambrosi,1975,
nm1762961,Jeff Tomsic,,
nm1764916,Mark O'Donnell,1954,2012
nm1764941,Daniel Bekerman,,
nm1765923,Sean Moynihan,,
nm1767218,Lee Toland Krieger,,
nm1767754,Katie Dippold,,
nm1775091,Danai Gurira,1978,
nm1776787,Simon Stephenson,,
nm1779870,Brit Marling,1982,
nm1782235,Ward Horton,1976,
nm1782299,Imogen Poots,1989,
nm1783265,Tim Miller,1964,
nm1785339,Rami Malek,1981,
nm1785575,Jaime Winstone,1985,
nm1785999,Nicolas Karakatsanis,,
nm1786806,Vincent DeFrances,1954,1994
nm1789514,Tom Bleecker,,
nm1789517,Patrick Carr,,
nm1789985,Jon Daly,,
nm1790970,Jessica Williams,1989,
nm1791103,Nathan Johnson,1976,
nm1791785,David Kennedy,1942,2015
nm1791910,Bill Parker,1911,1963
nm1792454,Ryan Miller,,
nm1793079,Fede Alvarez,1978,
nm1793993,Christopher Priest,1943,
nm1795813,Adam Hamilton,,
nm1796057,Max Irons,1985,
nm1796730,Xolani Mali,,
nm1797214,Suzuka Ohgo,1993,
nm1798449,Juhan Ulfsak,1973,
nm1799384,Isabella Cocuzza,,
nm1801841,Gemma Ward,1987,
nm1802251,Michele Mulroney,,
nm1802857,Josh Singer,,
nm1803036,C. Robert Cargill,1975,
nm1812267,Eddie Baroo,1968,
nm1812523,Nathalie Cox,1978,
nm1812656,Luke Evans,1979,
nm1813015,Kaki King,1979,
nm1813221,Gugu Mbatha-Raw,1983,
nm1816775,Gregg Weiner,,
nm1817726,Jade Raymond,,
nm1818216,Payman Maadi,1970,
nm1818350,Fabrice Gianfermi,,
nm1818744,Benjamin Wallfisch,1979,
nm1822659,Nat Wolff,1994,
nm1829796,Jeff Cox,1976,
nm1831976,Jake Abel,1987,
nm1832249,Ufuk Bayraktar,1981,
nm1832584,Mario Casas,1986,
nm1834115,Annabelle Wallis,1984,
nm1834213,Gary McKendry,,
nm1834530,Kevin Turen,1979,
nm1837748,Josh Boone,1979,
nm1837763,Craig Cox,,
nm1838836,J.J. Johnson,,
nm1841035,Steven Millhauser,1943,
nm1841348,Arcade Fire,,
nm1842974,Alex Wolff,1997,
nm1843982,Takeshi Ito,,
nm1844237,Chris Miller,1968,
nm1845777,Christopher Paolini,1983,
nm1847117,Janelle Monáe,1985,
nm1848205,Susan Montford,,
nm1848253,Ted Sarandos,1964,
nm1850507,Pawel Pogorzelski,,
nm1850798,Stevie Wermers,1966,
nm1851028,Miles Heizer,1994,
nm1853544,Pierre Coffin,1967,
nm1854069,Bryan Lee O'Malley,1979,
nm1854539,Cheo Hodari Coker,,
nm1856097,Yeo-jeong Cho,1981,
nm1856892,Jacob Fleisher,,
nm1858656,Peter Chernin,1951,
nm1859287,Jacob Secher Schulsinger,,
nm1861781,Mandy Gonzalez,1978,
nm1865755,David Lindsay-Abaire,1969,
nm1867674,Jo Nesbø,1960,
nm1868917,Alessandro Carloni,,
nm1869101,Ana de Armas,1988,
nm1869376,Kristin Øhrn Dyrud,,
nm1869756,Yu-mi Jung,1983,
nm1872664,Mark L. Smith,,
nm1872698,Dianna Agron,1986,
nm1875238,Jessica Barden,1992,
nm1875979,Audrey Niffenegger,1963,
nm1878845,Ben Browning,,
nm1879532,Harry Escott,1976,
nm1880888,Olivia Thirlby,1986,
nm1880996,Eduard Grau,1981,
nm1882152,Xavier Samuel,1983,
nm1885766,Dan Janvey,,
nm1886602,Miles Teller,1987,
nm1888527,Steven Price,1977,
nm1889450,Riva Marker,,
nm1889973,Charles Baker,1971,
nm1890784,Michelle Dockery,1981,
nm1890845,Sean Anders,,
nm1893246,Mihai Malaimare Jr.,1975,
nm1894168,Ewan Leslie,,
nm1894655,John Hodgman,1971,
nm1894768,Giles Foden,1967,
nm1895993,Brendan O'Brien,,
nm1897248,Susan O'Connor,,
nm1897957,Russell Gewirtz,,
nm1898234,John Morris,,
nm1898448,Eythor Gudjonsson,1968,
nm1899688,Emilie Georges,,
nm1901220,Sarah Burns,,
nm1902766,Donny Alamsyah,1978,
nm1903054,Allison Shearmur,1963,2018
nm1904886,Mia Stallard,1996,
nm1907858,James Garavente,,
nm1908145,Dan McDermott,,
nm1910255,Dylan Minnette,1996,
nm1911103,David Ellison,1983,
nm1911349,Michael Handelman,,
nm1913125,Ramon Rodriguez,1979,
nm1913734,Rooney Mara,1985,
nm1916979,Lauren Weisberger,1977,
nm1918877,Dean Craig,1974,
nm1921680,Steve Englehart,1947,
nm1924867,Nate Bolotin,,
nm1925239,Jack O'Connell,1990,
nm1926499,Jeon Gook-hwan,,
nm1929257,Dan Foos,,
nm1935086,Tessa Thompson,1983,
nm1936207,Steve Marlton,,
nm1938852,Chris Poche,,
nm1939072,Mulatu Astatke,1943,
nm1939267,T.I.,1980,
nm1939549,Pedro Luque,1980,
nm1940449,Andrew Garfield,1983,
nm1941029,Seo-kyeong Jeong,,
nm1942197,Javier Gullón,,
nm1942458,Catinca Untaru,1997,
nm1943855,Ron J. Friedman,,
nm1946193,Jamie Dornan,1982,
nm1948885,Matt Sazama,,
nm1950086,Greta Gerwig,1983,
nm1950901,Aurian Redson,,
nm1953833,Barbara Muschietti,,
nm1954240,Teresa Palmer,1986,
nm1954909,Brett Pawlak,,
nm1956691,Jamie Linden,,
nm1957540,Will Blair,,
nm1959505,Diablo Cody,1978,
nm1963288,Joe Robert Cole,,
nm1965828,Neil Kopp,,
nm1967575,Dana Ginsburg,1957,
nm1968372,Ian Goldberg,,
nm1968788,Michael Davis,,
nm1968873,Ed Speleers,1988,
nm1969144,Gene Stupnitsky,1977,
nm1970851,Jorge-Yamam Serrano,,
nm1973308,Álvaro Augustin,,
nm1973552,Jim Story,,
nm1974016,Miles Chapman,,
nm1975228,Nick Krause,1992,
nm1975628,Mark O'Brien,1984,
nm1977355,Nathan Greno,1975,
nm1977856,Chin Han,1969,
nm1978402,Ha Jung-woo,1978,
nm1979137,Warren Ellis,1968,
nm1980431,Michael Chaves,,
nm1980534,Abby Craden,,
nm1981261,John Green,1977,
nm1981893,Riz Ahmed,1982,
nm1982597,Rihanna,1988,
nm1985343,John Carlin,1956,
nm1985741,George Crile,1945,2006
nm1985859,Mia Wasikowska,1989,
nm1987578,Lynette Howell Taylor,1979,
nm1988111,Casey Wilson,1980,
nm1989536,Marc Webb,1974,
nm1989734,Rory Aitken,1978,
nm1994243,Scott Z. Burns,,
nm1995953,Katie Amanda Keane,,
nm1996295,Petr Ratimec,,
nm1996352,Matthew Michael Carnahan,,
nm1998503,David Sirota,,
nm2002649,Dave Franco,1985,
nm2003463,Deborah Snyder,1963,
nm2004404,Karen Gilchrist,,
nm2007030,Emily Meade,1989,
nm2007213,Will Bates,1977,
nm2008013,Hugh Walsh,,
nm2008067,Galder Gaztelu-Urrutia,,
nm2012438,Travis Beacham,,
nm2012635,Adam Herschman,,
nm2015758,David Ignatius,1950,
nm2017943,Hayley Atwell,1982,
nm2018237,Taylor Kitsch,1981,
nm2020146,Daniella Kertesz,1989,
nm2020278,Scott Haze,1993,
nm2021624,Dan Hernandez,1983,
nm2022341,Chris Bergoch,,
nm2023672,Dakota Goyo,1999,
nm2025683,Milan Trenc,,
nm2026113,De'Shawn Washington,,
nm2030456,Richard Lindheim,1939,2021
nm2032150,Emily Baldoni,1984,
nm2032193,Miyavi,1981,
nm2032481,Elizabeth Shapiro,,
nm2036501,Ben Walker,1993,
nm2042425,Samuel Levine,,
nm2042791,Shibani Bathija,,
nm2043246,Radek Ladczuk,1976,
nm2043734,Fernley Phillips,,
nm2045439,Dan Ewing,1985,
nm2049115,Miguel Angel Faura,1978,
nm2049833,Aaran Thomas,,
nm2052567,Jae Head,1996,
nm2053085,June Diane Raphael,1980,
nm2053216,Eric Johnson,,
nm2057036,Shiloh Fernandez,1985,
nm2057149,C. Gaby Mitchell,,
nm2057405,Nobuaki Minegishi,,
nm2057859,Andrea Riseborough,1981,
nm2057975,Elizabeth Meriwether,,
nm2065398,Evie Thompson,1995,
nm2068778,Byron Willinger,,
nm2070427,Tom Mison,1982,
nm2071379,Philip de Blasi,,
nm2073574,Alfredo Botello,,
nm2078278,Kimio Kataoka,,
nm2078681,Michael Lesslie,1984,
nm2079681,Morgan Lily,2000,
nm2079784,Sondre Lerche,1982,
nm2080328,Kelsey Asbille,1991,
nm2081046,Derek Connolly,,
nm2082813,Zach Lewis,,
nm2085629,Dana Fuchs,1976,
nm2086105,James Duffy,,
nm2086223,India Eisley,1993,
nm2088803,Yvonne Strahovski,1982,
nm2089090,Seamus Davey-Fitzpatrick,1998,
nm2089328,David Higgs,,
nm2090115,Jeff Hand,,
nm2090422,Constance Wu,1982,
nm2091799,Bridget O'Connor,1961,2010
nm2092016,Chris Bacon,1977,
nm2092479,Steven Gould,,
nm2092545,Bobby Campo,1983,
nm2092839,Mark Millar,1969,
nm2092886,Jodie Whittaker,1982,
nm2094392,Ernest Cline,,
nm2095560,Rodrigo Teixeira,,
nm2095966,Junichi Masuda,,
nm2096617,Iain Canning,,
nm2098196,Victor Moyers,,
nm2099237,Magnus Millang,1981,
nm2100078,Thomas Tull,1970,
nm2104063,Eric Heisserer,1970,
nm2104166,Mark Fredrichs,,
nm2105255,Sarah Roemer,1984,
nm2105585,Tobias Lindholm,1977,
nm2106218,Jodi Redmond,,
nm2106637,Aziz Ansari,1983,
nm2110175,Joey McFarland,,
nm2110418,Gemma Chan,1982,
nm2111404,Sandro Forte,1970,2020
nm2111875,Iris Yamashita,,
nm2113666,Jack Thorne,1978,
nm2114730,Mark Heyman,,
nm2114889,Steve Danielsen,,
nm2119461,Kevin Deters,1970,
nm2119781,Xiaoming Huang,1977,
nm2120520,Saburo Yatsude,,
nm2124081,Steven Schneider,1974,
nm2124742,Stephen P. Lindsey,,
nm2125212,Marty Bowen,,
nm2125482,Chloé Zhao,1982,
nm2127497,Victor Kubicek,,
nm2127512,Dooho Choi,,
nm2128335,J Blakeson,,
nm2128363,Paul Briggs,1974,
nm2128400,Aaron Covington,,
nm2129662,Cristin Milioti,1985,
nm2129938,Thomas Turgoose,1992,
nm2130099,Rick Yancey,,
nm2130108,Bob Persichetti,,
nm2131060,Brian Goldner,1963,2021
nm2131929,Jodi Ann Johnson,,
nm2132236,Theodore Newton,,
nm2133655,Chris Sparling,,
nm2134910,Gary Shaw,,
nm2137463,Adi Granov,,
nm2140186,Rodo Sayagues,,
nm2140746,Nicole Rocklin,1979,
nm2140860,Maika Monroe,1993,
nm2142336,Riley Keough,1989,
nm2143282,Lupita Nyong'o,1983,
nm2145487,Brad Ingelsby,,
nm2148374,Afro Celt Sound System,,
nm2150515,Chris Ure,,
nm2153088,Gareth Evans,,
nm2154048,David Dalessandro,,
nm2154960,Amy Schumer,1981,
nm2155757,Josh Cooley,,
nm2158772,Jeff Nichols,1978,
nm2159926,Jake Johnson,1978,
nm2162955,Marc D. Evans,,
nm2163440,David Michelinie,1948,
nm2167957,Paul Anderson,,
nm2168221,Jamie Reidy,,
nm2169088,Eric D. Wilkinson,,
nm2169909,Marc Canham,,
nm2171769,Jeff Fradley,,
nm2176283,Liz Hannah,1985,
nm2176955,Jan Duursema,1954,
nm2176972,Samantha Vincent,,
nm2177933,Melanie Vallejo,1979,
nm2178959,Lily Cole,1987,
nm2179185,Damien Marzette,,
nm2181128,Joel Fry,,
nm2184529,Chie Kobayashi,,
nm2185413,Man of Action,,
nm2185967,Jinmo Yang,,
nm2186362,Jim Hecht,1975,
nm2186596,Adam Sidman,,
nm2186865,Hong Chau,1979,
nm2187603,Scott Porter,1979,
nm2188941,Matt Lopez,,
nm2191045,Andy Horwitz,1983,
nm2193504,Emerald Fennell,1985,
nm2196143,Sandeep Shrivastava,,
nm2197298,Katrina Bowden,1988,
nm2197915,Michio Mamiya,1929,
nm2199632,Rudy Youngblood,1982,
nm2199664,Dalia Hernández,1985,
nm2201245,James Sallis,1944,
nm2201555,Aubrey Plaza,1984,
nm2203770,Derek Anderson,,
nm2205351,Sebastian Bear-McClard,,
nm2207081,Jonathan Sadoff,,
nm2207222,Scott Eastwood,1986,
nm2207353,Ransom Riggs,,
nm2209370,Katie Featherston,1982,
nm2210479,Michelle Graham,,
nm2214628,Melissa Bernstein,,
nm2214893,Melisa Wallack,,
nm2215447,Johnny Simmons,1986,
nm2216463,Robert Ogden Barnum,,
nm2218894,Kagiso Kuypers,,
nm2221807,Adam Kolbrenner,,
nm2222628,Wayne Marc Godfrey,1981,
nm2225369,Jennifer Lawrence,1990,
nm2226647,Keith Merryman,,
nm2226970,David A. Newman,,
nm2227608,Lucas Vidal,1984,
nm2229304,Alan Siegel,,
nm2229508,Marc Provissiero,,
nm2229726,Joy Gorman Wettels,,
nm2233127,Grant Pierce Myers,1981,
nm2235721,Ruth Wilson,1982,
nm2239702,Katherine Waterston,1980,
nm2240346,Kodi Smit-McPhee,1996,
nm2240551,Elizabeth A. Bell,,
nm2241067,Lynn Varley,1958,
nm2242949,Ken Sugimori,,
nm2244205,Léa Seydoux,1985,
nm2244980,Karl Gajdusek,1968,
nm2245380,Philip Reeve,1966,
nm2247245,Haley Bennett,1988,
nm2248149,Isaiah Mustafa,1974,
nm2248832,Jennifer Davisson,,
nm2248864,Ashwin Rajan,,
nm2249074,Jason Barrett,,
nm2250256,Jordan Wynn,,
nm2252124,Dan Farah,1979,
nm2253071,Charlie Tahan,1998,
nm2255631,Dan Swimer,,
nm2255973,Donald Glover,1983,
nm2256017,David Lyons,1976,
nm2257207,Daniel Kaluuya,1989,
nm2259451,Ian Mackenzie Jeffers,,
nm2260417,Raymond Pak-Ming Wong,1946,
nm2260851,Bill Raden,,
nm2262509,Steven Rales,,
nm2263115,Raini Rodriguez,1993,
nm2264184,Elissa Knight,1975,
nm2265157,Isabelle Fuhrman,1997,
nm2265834,Roger Príncep,1998,
nm2266689,Arnaldur Indriðason,,
nm2270979,Nicole Perlman,1981,
nm2271261,Jason Cope,,
nm2271939,Brian Kavanaugh-Jones,,
nm2272408,Ned Vizzini,1981,2013
nm2272572,India Osborne,,
nm2272995,Paul Parmar,,
nm2273444,Henry Jackman,1974,
nm2273482,Chelsea Barnard,,
nm2276729,Michael Mitnick,,
nm2277597,Chul-hyun Baek,,
nm2279940,Taylor Schilling,1984,
nm2280850,Shane Morris,,
nm2281292,Rana Daggubati,1984,
nm2284377,Allison Schroeder,,
nm2284484,Gareth Edwards,1975,
nm2284889,Nikki Blonsky,1988,
nm2286442,David Ebershoff,1969,
nm2292894,Rick Riordan,1964,
nm2295691,Markus Zusak,,
nm2295810,Jessie Henderson,,
nm2297183,Stieg Larsson,1954,2004
nm2298593,Hiroyuki Jinnai,,
nm2301950,Dakota Blue Richards,1994,
nm2302134,Lawrence Grey,,
nm2302240,Braden Aftergood,,
nm2304996,Edward Walson,,
nm2305414,Tom Eagles,,
nm2305431,Oren Peli,,
nm2306029,Paul Mullen,,
nm2308774,Destin Daniel Cretton,1978,
nm2309430,Cory Goodman,,
nm2309517,Armie Hammer,1986,
nm2312828,Min-Woo Hyung,,
nm2313103,Rebel Wilson,1980,
nm2313946,John Grogan,1957,
nm2317082,Tom Pabst,,
nm2318089,Kate Siegel,1982,
nm2318133,Sarah Siegel-Magness,,
nm2318256,Nicolás Celis,,
nm2319871,Anna Camp,1982,
nm2320658,Don Hall,1969,
nm2325301,Michelle Krumm,,
nm2326580,Jeremy Sosenko,,
nm2327099,Isaac Klausner,,
nm2331222,David Lloyd,1950,
nm2332952,Burk Sharpless,,
nm2337556,Cami Delavigne,,
nm2340149,Elizabeth Boller,,
nm2342288,Gabriela Rodriguez,,
nm2348627,Lucas Hedges,1996,
nm2352210,Michael H. Weber,,
nm2352780,Jennifer Lame,,
nm2353436,Vijayendra Prasad,,
nm2353561,Chuck Hogan,,
nm2353862,Dev Patel,1990,
nm2354099,Scott Neustadter,1977,
nm2355635,Ben Schwartz,1981,
nm2356614,Jac Schaeffer,,
nm2357847,Taylor Swift,1989,
nm2359677,Tsuyoko Yoshido,,
nm2360213,Judi Barrett,,
nm2360861,Ron Barrett,,
nm2361509,Guy Busick,,
nm2361949,Andrew Mogel,1974,
nm2362326,Tadamichi Kuribayashi,1891,1945
nm2365811,Betty Gilpin,1986,
nm2366012,Matt Bettinelli-Olpin,,
nm2366329,Adam Gough,1982,
nm2368789,Zoë Kravitz,1988,
nm2373271,Matthew Sand,,
nm2377903,Lucy Boynton,1994,
nm2379028,Corin Hardy,1975,
nm2383250,Logan Miller,1992,
nm2384772,Chris Collins,,
nm2385360,Steve Mazzaro,,
nm2385905,T.S. Nowlin,,
nm2386123,André Ramiro,1981,
nm2391575,David Michôd,,
nm2394211,Stephen Hunter,1946,
nm2394794,Karen Gillan,1987,
nm2395586,Christopher Mintz-Plasse,1989,
nm2395937,Brooklyn Decker,1987,
nm2396007,Jed Palmer,,
nm2397756,Seth Hoffman,,
nm2399383,Annalise Basso,1998,
nm2400045,Nina Dobrev,1989,
nm2400268,Steven T. Seagle,,
nm2401020,Will Poulter,1993,
nm2403277,Alden Ehrenreich,1989,
nm2407784,Audrey Simonaud,,
nm2410311,Dean Israelite,1984,
nm2411495,Gary Shore,1981,
nm2415313,Rocky Russo,,
nm2415554,Mohamed Akhzam,,
nm2417866,David Barstow,1963,
nm2418487,Rajiv Chandrasekaran,,
nm2419470,Tyler Gillett,,
nm2424790,Becky Sloviter,,
nm2425105,Chandler Canterbury,1998,
nm2425842,Bryce Dessner,,
nm2431017,Pete Collins,,
nm2435752,The Newton Brothers,,
nm2437361,Cho Jin-woong,1976,
nm2440000,Peter Sorg,,
nm2440242,Kim Uylenbroek,,
nm2440587,Joshua Zetumer,,
nm2440893,Jean-Marc Rochette,,
nm2441221,Michael Simkin,,
nm2441468,Jacques Lob,1932,1990
nm2441699,Graham Moore,1981,
nm2441763,Cressida Cowell,,
nm2443562,Erica Lee,,
nm2443758,Nicola Peltz,1995,
nm2445382,Paula Mae Schwartz,,
nm2450367,Saunder Jurriaans,,
nm2450453,Hugo Guinness,1959,
nm2455747,Will Graham,,
nm2461627,Markéta Irglová,1988,
nm2466842,Quinton Aaron,1984,
nm2468967,Joseph Trapanese,,
nm2470810,John Fox,,
nm2473652,Lauren Mann,,
nm2477197,John Boyne,1971,
nm2477891,Gary Dauberman,,
nm2478608,Gerard Hendrick,,
