"('mid',)","('titleType',)","('primaryTitle',)","('originalTitle',)","('isAdult',)","('startYear',)","('endYear',)","('runtimeMinutes',)"
tt6264654,movie,Free Guy,Free Guy,0,2021,,115
tt6266538,movie,Vice,Vice,0,2018,,132
tt6294822,movie,The Post,The Post,0,2017,,116
tt6320628,movie,Spider-Man: Far from Home,Spider-Man: Far from Home,0,2019,,129
tt6334354,movie,The Suicide Squad,The Suicide Squad,0,2021,,132
tt6343314,movie,Creed II,Creed II,0,2018,,130
tt6394270,movie,Bombshell,Bombshell,0,2019,,109
tt6412452,movie,The Ballad of Buster Scruggs,The Ballad of Buster Scruggs,0,2018,,133
tt6450804,movie,Terminator: Dark Fate,Terminator: Dark Fate,0,2019,,128
tt6499752,movie,Upgrade,Upgrade,0,2018,,100
tt6565702,movie,X-Men: Dark Phoenix,Dark Phoenix,0,2019,,113
tt6628394,movie,Bad Times at the El Royale,Bad Times at the El Royale,0,2018,,141
tt6644200,movie,A Quiet Place,A Quiet Place,0,2018,,90
tt6723592,movie,Tenet,Tenet,0,2020,,150
tt6751668,movie,Parasite,Gisaengchung,0,2019,,132
tt6806448,movie,Fast & Furious Presents: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,0,2019,,137
tt6823368,movie,Glass,Glass,0,2019,,129
tt6857112,movie,Us,Us,0,2019,,116
tt6966692,movie,Green Book,Green Book,0,2018,,130
tt7040874,movie,A Simple Favor,A Simple Favor,0,2018,,117
tt7069210,movie,The Conjuring: The Devil Made Me Do It,The Conjuring: The Devil Made Me Do It,0,2021,,112
tt7097896,movie,Venom: Let There Be Carnage,Venom: Let There Be Carnage,0,2021,,97
tt7126948,movie,Wonder Woman 1984,Wonder Woman 1984,0,2020,,151
tt7131622,movie,Once Upon a Time... In Hollywood,Once Upon a Time in... Hollywood,0,2019,,161
tt7146812,movie,Onward,Onward,0,2020,,102
tt7286456,movie,Joker,Joker,0,2019,,122
tt7349662,movie,BlacKkKlansman,BlacKkKlansman,0,2018,,135
tt7349950,movie,It Chapter Two,It Chapter Two,0,2019,,169
tt7395114,movie,The Devil All the Time,The Devil All the Time,0,2020,,138
tt7401588,movie,Instant Family,Instant Family,0,2018,,118
tt7556122,movie,The Old Guard,The Old Guard,0,2020,,125
tt7653254,movie,Marriage Story,Marriage Story,0,2019,,137
tt7668870,movie,Searching,Searching,0,2018,,102
tt7713068,movie,Birds of Prey,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,0,2020,,109
tt7737786,movie,Greenland,Greenland,0,2020,,119
tt7784604,movie,Hereditary,Hereditary,0,2018,,127
tt7798634,movie,Ready or Not,Ready or Not,0,2019,,95
tt7846844,movie,Enola Holmes,Enola Holmes,0,2020,,123
tt7888964,movie,Nobody,Nobody,0,2021,,92
tt7959026,movie,The Mule,The Mule,0,2018,,116
tt7975244,movie,Jumanji: The Next Level,Jumanji: The Next Level,0,2019,,123
tt7984734,movie,The Lighthouse,The Lighthouse,0,2019,,109
tt7984766,movie,The King,The King,0,2019,,140
tt7991608,movie,Red Notice,Red Notice,0,2021,,118
tt8079248,movie,Yesterday,Yesterday,0,2019,,116
tt8106534,movie,6 Underground,6 Underground,0,2019,,128
tt8110330,movie,Dil Bechara,Dil Bechara,0,2020,,101
tt8228288,movie,The Platform,El hoyo,0,2019,,94
tt8244784,movie,The Hunt,The Hunt,0,2020,,90
tt8332922,movie,A Quiet Place Part II,A Quiet Place Part II,0,2020,,97
tt8367814,movie,The Gentlemen,The Gentlemen,0,2019,,113
tt8404614,movie,The Two Popes,The Two Popes,0,2019,,125
tt8579674,movie,1917,1917,0,2019,,119
tt8772262,movie,Midsommar,Midsommar,0,2019,,148
tt8936646,movie,Extraction,Extraction,0,2020,,116
tt8946378,movie,Knives Out,Knives Out,0,2019,,130
tt9032400,movie,Eternals,Eternals,0,2021,,156
tt9243946,movie,El Camino: A Breaking Bad Movie,El Camino: A Breaking Bad Movie,0,2019,,122
tt9376612,movie,Shang-Chi and the Legend of the Ten Rings,Shang-Chi and the Legend of the Ten Rings,0,2021,,132
tt9421570,movie,The Guilty,The Guilty,0,2021,,90
tt9484998,movie,Palm Springs,Palm Springs,0,2020,,90
tt9495224,movie,Black Mirror: Bandersnatch,Black Mirror: Bandersnatch,0,2018,,90
tt9620292,movie,Promising Young Woman,Promising Young Woman,0,2020,,113
tt9770150,movie,Nomadland,Nomadland,0,2020,,107
tt9777666,movie,The Tomorrow War,The Tomorrow War,0,2021,,138
tt9893250,movie,I Care a Lot,I Care a Lot,0,2020,,118
